OrgCode,Unit,CourtType,LocationId,Circuit,District,MainOffice,OfficeName,Url,Phone,Fax,Opens,Closes,LunchStart,LunchEnd,HasPublicLibrary,Longitude,Latitude,Room,BuildingName,BuildingAddress,BuildingCity,BuildingState,BuildingZip,LocationGroup,Address,EJurorUrl,JuryServiceUrl,ECFurl,ECFUrl2,MailBox,MailZip
B11ALNB,BB,"Bankruptcy Court",485,11,ALN,0,"Alabama Northern Bankruptcy Administrator",http://www.alnba.uscourts.gov,256-340-2740,256-584-7940,,,,,0,-86.982551,34.606659,"2nd Floor","Seybourn H. Lynne United States Courthouse","400 Well Street, N.E.",Decatur,AL,35601,"Seybourn H. Lynne United States Courthouse","Seybourn H. Lynne United States Courthouse
400 Well Street, N.E.
Decatur, AL 35601
",,,,,"PO Box 3045",35602
B11ALNB,BB,"Bankruptcy Court",486,11,ALN,0,"Alabama Northern Bankruptcy Administrator",http://www.alnba.uscourts.gov,205-561-1690,205-561-1694,,,,,0,-87.5630108,33.2113317,"Suite 1300","Tuscaloosa Federal Courthouse","2005 University Boulevard",Tuscaloosa,AL,35401,"Tuscaloosa Federal Courthouse","Tuscaloosa Federal Courthouse
2005 University Boulevard
Tuscaloosa, AL 35401
",,,,,,
B11ALNC,BC,"Bankruptcy Court",487,11,ALN,0,"Alabama Northern Bankruptcy Court",http://www.alnb.uscourts.gov,256-741-1500,256-741-1503,,,,,0,-85.829796,33.658825,117,"United States Courthouse","1129 Noble Street",Anniston,AL,36201,"United States Courthouse","United States Courthouse
1129 Noble Street
Anniston, AL 36201
",,,https://ecf.alnb.uscourts.gov,,,
B11ALNC,BC,"Bankruptcy Court",488,11,ALN,1,"Alabama Northern Bankruptcy Court",http://www.alnb.uscourts.gov,205-714-4000,205-909-9430,,,,,0,-86.810984,33.516762,120,"Robert S. Vance Federal Building","1800 Fifth Avenue North",Birmingham,AL,35203,"Robert S. Vance Federal Building","Robert S. Vance Federal Building
1800 Fifth Avenue North
Birmingham, AL 35203
",,,https://ecf.alnb.uscourts.gov,,,
B11ALNC,BC,"Bankruptcy Court",489,11,ALN,0,"Alabama Northern Bankruptcy Court",http://www.alnb.uscourts.gov,256-584-7900,256-584-7977,,,,,0,-86.982551,34.606659,"2nd Floor","Seybourn H. Lynne United States Courthouse","400 Well Street, N.E.",Decatur,AL,35601,"Seybourn H. Lynne United States Courthouse","Seybourn H. Lynne United States Courthouse
400 Well Street, N.E.
Decatur, AL 35601
",,,https://ecf.alnb.uscourts.gov,,"PO Box 2748",35602
B11ALNC,BC,"Bankruptcy Court",490,11,ALN,0,"Alabama Northern Bankruptcy Court",http://www.alnb.uscourts.gov,205-561-1600,205-561-1640,,,,,0,-87.5630108,33.2113317,2300,"Tuscaloosa Federal Courthouse","2005 University Boulevard",Tuscaloosa,AL,35401,"Tuscaloosa Federal Courthouse","Tuscaloosa Federal Courthouse
2005 University Boulevard
Tuscaloosa, AL 35401
",,,https://ecf.alnb.uscourts.gov,,,35401
B11ALSB,BB,"Bankruptcy Court",491,11,ALS,1,"Alabama Southern Bankruptcy Administrator",http://www.alsba.uscourts.gov,251-690-2808,251-690-2175,8:00,5:00,12:00,1:00,0,-88.042610,30.693734,520,"John A. Campbell United States Courthouse","113 St. Joseph Street",Mobile,AL,36602,"John A. Campbell United States Courthouse","John A. Campbell United States Courthouse
113 St. Joseph Street
Mobile, AL 36602
",,,,,,
B11ALSC,BC,"Bankruptcy Court",492,11,ALS,1,"Alabama Southern Bankruptcy Court",http://www.alsb.uscourts.gov,251-441-5391,251-441-6286,,,,,0,-88.042610,30.693734,,"John A. Campbell United States Courthouse","113 St. Joseph Street",Mobile,AL,36602,"John A. Campbell United States Courthouse","John A. Campbell United States Courthouse
113 St. Joseph Street
Mobile, AL 36602
",,,https://ecf.alsb.uscourts.gov,,,
B11FLMC,BC,"Bankruptcy Court",493,11,FLM,0,"Florida Middle Bankruptcy Court",http://www.flmb.uscourts.gov,904-301-6490,904-301-6494,,,,,0,-81.659965,30.329087,3-150,"Bryan Simpson United States Courthouse","300 North Hogan Street",Jacksonville,FL,32202-4247,"Bryan Simpson United States Courthouse","Bryan Simpson United States Courthouse
300 North Hogan Street
Jacksonville, FL 32202-4247
",,,https://ecf.flmb.uscourts.gov,,,32202
B11FLMC,BC,"Bankruptcy Court",494,11,FLM,1,"Florida Middle Bankruptcy Court",http://www.flmb.uscourts.gov,407-237-8000,407-237-8005,,,,,0,-81.3832429,28.5438353,"5th Floor","George C. Young United States Courthouse","400 West Washington Street",Orlando,FL,32801,"George C. Young United States Courthouse","George C. Young United States Courthouse
400 West Washington Street
Orlando, FL 32801
",,,https://ecf.flmb.uscourts.gov,,,
B11FLMC,BC,"Bankruptcy Court",495,11,FLM,0,"Florida Middle Bankruptcy Court",http://www.flmb.uscourts.gov,813-301-5046,813-301-5112,,,,,0,-82.458394,27.951013,555,"Sam M. Gibbons United States Courthouse","801 North Florida Avenue",Tampa,FL,33602,"Sam M. Gibbons United States Courthouse","Sam M. Gibbons United States Courthouse
801 North Florida Avenue
Tampa, FL 33602
",,,https://ecf.flmb.uscourts.gov,,,
B11FLNC,BC,"Bankruptcy Court",496,11,FLN,0,"Florida Northern Bankruptcy Court",http://www.flnb.uscourts.gov,866-639-4615,850-470-3047,,,,,0,-87.2145720,30.4109060,154,"Winston E. Arnow Federal Building","100 North Palafox Street",Pensacola,FL,32502,"Winston E. Arnow Federal Building","Winston E. Arnow Federal Building
100 North Palafox Street
Pensacola, FL 32502
",,,https://ecf.flnb.uscourts.gov,,,
B11FLNC,BC,"Bankruptcy Court",497,11,FLN,1,"Florida Northern Bankruptcy Court",http://www.flnb.uscourts.gov,850-521-5001,850-521-5004,,,,,0,-84.281855,30.442224,"Suite 100","United States Courthouse","110 East Park Avenue",Tallahassee,FL,32301,"United States Courthouse","United States Courthouse
110 East Park Avenue
Tallahassee, FL 32301
",,,https://ecf.flnb.uscourts.gov,,,
B11FLSC,BC,"Bankruptcy Court",498,11,FLS,0,"Florida Southern Bankruptcy Court",http://www.flsb.uscourts.gov,954-769-5700,954-769-5799,,,,,0,-80.140531,26.122458,112,"United States Courthouse","299 East Broward Boulevard","Fort Lauderdale",FL,33301,"United States Courthouse","United States Courthouse
299 East Broward Boulevard
Fort Lauderdale, FL 33301
",,,https://ecf.flsb.uscourts.gov,,,
B11FLSC,BC,"Bankruptcy Court",499,11,FLS,1,"Florida Southern Bankruptcy Court",http://www.flsb.uscourts.gov,305-714-1800,305-714-1801,,,,,0,-80.193703,25.777052,150,"C. Clyde Atkins United States Courthouse","301 North Miami Avenue",Miami,FL,33128,"C. Clyde Atkins United States Courthouse","C. Clyde Atkins United States Courthouse
301 North Miami Avenue
Miami, FL 33128
",,,https://ecf.flsb.uscourts.gov,,,
B11FLSC,BC,"Bankruptcy Court",500,11,FLS,0,"Florida Southern Bankruptcy Court",http://www.flsb.uscourts.gov,561-514-4100,561-514-4139,,,,,0,-80.050513,26.726614,"8th Floor","The Flagler Waterview Building","1515 North Flagler Drive","West Palm Beach",FL,33401,"The Flagler Waterview Building","The Flagler Waterview Building
1515 North Flagler Drive
West Palm Beach, FL 33401
",,,https://ecf.flsb.uscourts.gov,,,
B11GAMC,BC,"Bankruptcy Court",501,11,GAM,0,"Georgia Middle Bankruptcy Court",http://www.gamb.uscourts.gov,706-649-7837,706-649-7845,8:00,5:00,,,0,-84.994771,32.462893,"3rd Floor","One Arsenal Place","901 Front Avenue",Columbus,GA,31901,"One Arsenal Place","One Arsenal Place
901 Front Avenue
Columbus, GA 31901
",,,https://ecf.gamb.uscourts.gov,,"PO Box 2147",31902
B11GAMC,BC,"Bankruptcy Court",502,11,GAM,1,"Georgia Middle Bankruptcy Court",http://www.gamb.uscourts.gov,478-752-3506,478-752-8157,8:00,5:00,,,0,-83.626382,32.835068,"2nd Floor",,"433 Cherry Street",Macon,GA,31201,"433 Cherry Street","433 Cherry Street
Macon, GA 31201
",,,https://ecf.gamb.uscourts.gov,,"PO Box 1957",31202
B11GANC,BC,"Bankruptcy Court",503,11,GAN,1,"Georgia Northern Bankruptcy Court",http://www.ganb.uscourts.gov,404-215-1000,404-730-2216,,,,,0,-84.395120,33.753125,1340,"Richard B. Russell Federal Building and United States Courthouse","75 Ted Turner Drive",Atlanta,GA,30303,"Richard B. Russell Federal Building and United States Courthouse","Richard B. Russell Federal Building and United States Courthouse
75 Ted Turner Drive
Atlanta, GA 30303
",,,https://ecf.ganb.uscourts.gov,,,
B11GANC,BC,"Bankruptcy Court",504,11,GAN,0,"Georgia Northern Bankruptcy Court",http://www.ganb.uscourts.gov,678-450-2700,770-535-2224,,,,,0,-83.826126,34.299347,120,"United States Courthouse","121 Spring Street, S.E.",Gainesville,GA,30501,"United States Courthouse","United States Courthouse
121 Spring Street, S.E.
Gainesville, GA 30501
",,,https://ecf.ganb.uscourts.gov,,,
B11GANC,BC,"Bankruptcy Court",505,11,GAN,0,"Georgia Northern Bankruptcy Court",http://www.ganb.uscourts.gov,678-423-3000,770-251-8538,,,,,0,-84.799686,33.373446,,"Lewis R. Morgan Federal Building and United States Courthouse","18 Greenville Street",Newnan,GA,30263,"Lewis R. Morgan Federal Building and United States Courthouse","Lewis R. Morgan Federal Building and United States Courthouse
18 Greenville Street
Newnan, GA 30263
",,,https://ecf.ganb.uscourts.gov,,,
B11GANC,BC,"Bankruptcy Court",506,11,GAN,0,"Georgia Northern Bankruptcy Court",http://www.ganb.uscourts.gov,706-378-4000,706-378-4026,,,,,0,-85.168141,34.255401,339,"United States Courthouse","600 East First Street",Rome,GA,30161,"United States Courthouse","United States Courthouse
600 East First Street
Rome, GA 30161
",,,https://ecf.ganb.uscourts.gov,,,
B11GASC,BC,"Bankruptcy Court",507,11,GAS,0,"Georgia Southern Bankruptcy Court",http://www.gasb.uscourts.gov,706-823-6000,706-823-6012,,,,,0,-81.970180,33.470719,"1st Floor","Federal Justice Center - The Plaza Building","600 James Brown Boulevard",Augusta,GA,30901,"Federal Justice Center - The Plaza Building","Federal Justice Center - The Plaza Building
600 James Brown Boulevard
Augusta, GA 30901
",,,https://ecf.gasb.uscourts.gov,,"PO Box 1487",30903
B11GASC,BC,"Bankruptcy Court",508,11,GAS,1,"Georgia Southern Bankruptcy Court",http://www.gasb.uscourts.gov,912-650-4100,,,,,,0,-81.094115,32.0782832,2.101,,"124 Barnard Street",Savannah,GA,31401,"124 Barnard Street","124 Barnard Street
Savannah, GA 31401
",,,https://ecf.gasb.uscourts.gov,,"PO Box 8347",31412
BDCDCXC,BC,"Bankruptcy Court",509,DC,DCX,1,"District of Columbia Bankruptcy Court",http://www.dcb.uscourts.gov,202-354-3000,202-354-3128,,,,,0,-77.01573,38.892197,1225,"E. Barrett Prettyman United States Courthouse","333 Constitution Avenue, N.W.",Washington,DC,20001,"E. Barrett Prettyman United States Courthouse","E. Barrett Prettyman United States Courthouse
333 Constitution Avenue, N.W.
Washington, DC 20001
",,,https://ecf.dcb.uscourts.gov,,,
CXXXXXC,CC,,510,OC,OC4,1,"United States Court of Federal Claims",http://www.uscfc.uscourts.gov,202-357-6400,202-357-6401,,,,,0,-77.035154,38.899021,103,"Howard T. Markey National Courts Building","717 Madison Place, N.W.",Washington,DC,20439,"Howard T. Markey National Courts Building","Howard T. Markey National Courts Building
717 Madison Place, N.W.
Washington, DC 20439
",,,,,,20005-7701
D01MAXC,DC,"District Court",511,01,MAX,1,"Massachusetts District Court",http://www.mad.uscourts.gov,617-748-9152,617-748-9096,,,,,0,-71.046249,42.354265,"Suite 2300","John Joseph Moakley United States Courthouse","One Courthouse Way",Boston,MA,02210-3002,"John Joseph Moakley United States Courthouse","John Joseph Moakley United States Courthouse
One Courthouse Way
Boston, MA 02210-3002
",https://ejuror2.uscourts.gov/ejuror-mad/TransportRoom?servlet=login,http://www.mad.uscourts.gov/jurors/federal-information.htm,https://ecf.mad.uscourts.gov,,,
D01MAXC,DC,"District Court",512,01,MAX,0,"Massachusetts District Court",http://www.mad.uscourts.gov,413-785-6800,413-785-9471,,,,,0,-72.5820086,42.1050389,1-120,,"300 State Street",Springfield,MA,01105,"300 State Street","300 State Street
Springfield, MA 01105
",https://ejuror2.uscourts.gov/ejuror-mad/TransportRoom?servlet=login,http://www.mad.uscourts.gov/jurors/federal-information.htm,https://ecf.mad.uscourts.gov,,,
D01MAXC,DC,"District Court",513,01,MAX,0,"Massachusetts District Court",http://www.mad.uscourts.gov,508-929-9900,508-929-9908,,,,,0,-71.804106,42.260540,,"Harold D. Donohue Federal Building and United States Courthouse","595 Main Street",Worcester,MA,01608-2025,"Harold D. Donohue Federal Building and United States Courthouse","Harold D. Donohue Federal Building and United States Courthouse
595 Main Street
Worcester, MA 01608-2025
",https://ejuror2.uscourts.gov/ejuror-mad/TransportRoom?servlet=login,http://www.mad.uscourts.gov/jurors/federal-information.htm,https://ecf.mad.uscourts.gov,,,
D01MAXP,DP,"Probation/Pretrial Services",514,01,MAX,1,"Massachusetts Probation Office",http://www.map.uscourts.gov,617-748-4200,617-748-4114,,,,,0,-71.046249,42.354265,1200,"John Joseph Moakley United States Courthouse","One Courthouse Way",Boston,MA,02210-3002,"John Joseph Moakley United States Courthouse","John Joseph Moakley United States Courthouse
One Courthouse Way
Boston, MA 02210-3002
",,,,,,
D01MAXP,DP,"Probation/Pretrial Services",515,01,MAX,0,"Massachusetts Probation Office",http://www.map.uscourts.gov,978-689-3653,978-688-4674,,,,,0,-71.1559578,42.6909222,"Suite 103",,"439 S Union St",Lawrence,MA,01843,"439 S Union St","439 S Union St
Lawrence, MA 01843
",,,,,,
D01MAXP,DP,"Probation/Pretrial Services",517,01,MAX,0,"Massachusetts Probation Office",http://www.map.uscourts.gov,413-785-6920,413-781-9484,,,,,0,-72.5820086,42.1050389,130,,"300 State Street",Springfield,MA,01105,"300 State Street","300 State Street
Springfield, MA 01105
",,,,,,
D01MAXP,DP,"Probation/Pretrial Services",518,01,MAX,0,"Massachusetts Probation Office",http://www.map.uscourts.gov,508-929-9930,508-929-9938,,,,,0,-71.801588,42.265079,700,,"370 Main Street",Worcester,MA,01608-1750,"370 Main Street","370 Main Street
Worcester, MA 01608-1750
",,,,,,
D01MAXP,DP,"Probation/Pretrial Services",521,01,MAX,0,"Massachusetts Probation Office",http://www.map.uscourts.gov,508-929-9940,508-929-9944,,,,,0,-71.804106,42.260540,401,"Harold D. Donohue Federal Building and United States Courthouse","595 Main Street",Worcester,MA,01608-2025,"Harold D. Donohue Federal Building and United States Courthouse","Harold D. Donohue Federal Building and United States Courthouse
595 Main Street
Worcester, MA 01608-2025
",,,,,,
D01MEXC,DC,"District Court",522,01,MEX,0,"Maine District Court",http://www.med.uscourts.gov,207-945-0575,207-945-0362,,,,,0,-68.773304,44.804887,,"Margaret Chase Smith Federal Building","202 Harlow Street",Bangor,ME,04401-4901,"Margaret Chase Smith Federal Building","Margaret Chase Smith Federal Building
202 Harlow Street
Bangor, ME 04401-4901
",https://ejuror2.uscourts.gov/ejuror-med/TransportRoom?servlet=login,http://www.med.uscourts.gov/nodeblock/juror-information,https://ecf.med.uscourts.gov,,,
D01MEXC,DC,"District Court",523,01,MEX,1,"Maine District Court",http://www.med.uscourts.gov,207-780-3356,207-780-3772,,,,,0,-70.255289,43.659023,,"Edward T. Gignoux Federal Courthouse","156 Federal Street",Portland,ME,04101-4152,"Edward T. Gignoux Federal Courthouse","Edward T. Gignoux Federal Courthouse
156 Federal Street
Portland, ME 04101-4152
",https://ejuror2.uscourts.gov/ejuror-med/TransportRoom?servlet=login,http://www.med.uscourts.gov/nodeblock/juror-information,https://ecf.med.uscourts.gov,,,
D01MEXP,DP,"Probation/Pretrial Services",524,01,MEX,0,"Maine Probation Office",http://www.mep.uscourts.gov,207-945-0369,207-945-0305,,,,,0,-68.773304,44.804887,21000,"Margaret Chase Smith Federal Building","202 Harlow Street",Bangor,ME,04401-4901,"Margaret Chase Smith Federal Building","Margaret Chase Smith Federal Building
202 Harlow Street
Bangor, ME 04401-4901
",,,,,,
D01MEXP,DP,"Probation/Pretrial Services",525,01,MEX,1,"Maine Probation Office",http://www.mep.uscourts.gov,207-780-3358,207-482-3676,,,,,0,-70.2568753,43.6589831,"5th Floor","Post Office Square","400 Congress Street",Portland,ME,04101-3547,"Post Office Square","Post Office Square
400 Congress Street
Portland, ME 04101-3547
",,,,,,
D01NHXC,DC,"District Court",526,01,NHX,1,"New Hampshire District Court",http://www.nhd.uscourts.gov,603-225-1423,603-225-1481,,,,,0,-71.539783,43.202507,110,"Warren B. Rudman United States Courthouse","55 Pleasant Street",Concord,NH,03301,"Warren B. Rudman United States Courthouse","Warren B. Rudman United States Courthouse
55 Pleasant Street
Concord, NH 03301
",https://ejuror2.uscourts.gov/ejuror-nhd/TransportRoom?servlet=login,http://www.nhd.uscourts.gov/welcome-jury-service,https://ecf.nhd.uscourts.gov,,,
D01NHXP,DP,"Probation/Pretrial Services",527,01,NHX,1,"New Hampshire Probation Office",http://www.nhp.uscourts.gov,603-225-1515,603-225-1482,,,,,0,-71.539783,43.202507,211,"Warren B. Rudman United States Courthouse","55 Pleasant Street",Concord,NH,03301,"Warren B. Rudman United States Courthouse","Warren B. Rudman United States Courthouse
55 Pleasant Street
Concord, NH 03301
",,,,,,
D01PRXC,DC,"District Court",528,01,PRX,1,"Puerto Rico District Court",http://www.prd.uscourts.gov,787-772-3000,787-766-5693,,,,,0,-66.060056,18.425817,150,"Clemente Ruiz Nazario Courthouse","150 Carlos Chardon Avenue","San Juan",PR,00918,"Clemente Ruiz Nazario Courthouse","Clemente Ruiz Nazario Courthouse
150 Carlos Chardon Avenue
San Juan, PR 00918
",https://ejuror2.uscourts.gov/ejuror-prd/TransportRoom?servlet=login,https://www.prd.uscourts.gov/jury-service,https://ecf.prd.uscourts.gov,,,
D01PRXC,DC,"District Court",529,01,PRX,0,"Puerto Rico District Court",http://www.prd.uscourts.gov,787-772-3000,787-766-5693,,,,,0,-66.1142244,18.4642467,"3rd Floor","Jose V. Toledo Federal Building and United States Courthouse","300 Calle Del Recinto Sur","San Juan",PR,00901,"Jose V. Toledo Federal Building and United States Courthouse","Jose V. Toledo Federal Building and United States Courthouse
300 Calle Del Recinto Sur
San Juan, PR 00901
",https://ejuror2.uscourts.gov/ejuror-prd/TransportRoom?servlet=login,https://www.prd.uscourts.gov/jury-service,https://ecf.prd.uscourts.gov,,,
D01PRXP,DP,"Probation/Pretrial Services",530,01,PRX,1,"Puerto Rico Probation Office",http://www.prp.uscourts.gov,787-766-5596,787-766-5945,8:00,5:30,,,0,-66.060056,18.425817,225,"Clemente Ruiz Nazario Courthouse","150 Carlos Chardon Avenue","San Juan",PR,00918,"Clemente Ruiz Nazario Courthouse","Clemente Ruiz Nazario Courthouse
150 Carlos Chardon Avenue
San Juan, PR 00918
",,,,,,
D01RIXC,DC,"District Court",532,01,RIX,1,"Rhode Island District Court",http://www.rid.uscourts.gov,401-752-7200,401-752-7247,8:30,5:00,,,0,-71.414208,41.825232,,"Federal Building and United States Courthouse","One Exchange Terrace",Providence,RI,02903-1270,"Federal Building and United States Courthouse","Federal Building and United States Courthouse
One Exchange Terrace
Providence, RI 02903-1270
",https://ejuror2.uscourts.gov/ejuror-rid/TransportRoom?servlet=login,http://www.rid.uscourts.gov/jurors,https://ecf.rid.uscourts.gov,,,
